path	disposition	provider	rationale	inventory_origins
GeneralsMD/Code/GameEngine/Include/GameNetwork/FirewallHelper.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/FrameData.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/FrameDataManager.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/FrameMetrics.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/GUIUtil.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameInfo.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameMessageParser.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy.h	excluded	none	manifest input is absent from the repository or outside its source boundary	ZH_LEGACY_UNAVAILABLE_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/BuddyDefs.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/BuddyThread.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/GSConfig.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/GameResultsThread.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/LadderDefs.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/LobbyUtils.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/MainMenuUtils.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/PeerDefs.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/PeerDefsImplementation.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/PeerThread.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/PersistentStorageDefs.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/PersistentStorageThread.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/PingThread.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/StagingRoomGameInfo.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpy/ThreadUtils.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpyChat.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpyGP.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpyGameInfo.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpyOverlay.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpyPersistentStorage.h	excluded	none	manifest input is absent from the repository or outside its source boundary	ZH_LEGACY_UNAVAILABLE_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/GameSpyThread.h	excluded	none	retired GameSpy service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/IPEnumeration.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/LANAPI.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/LANAPICallbacks.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/LANGameInfo.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/LANPlayer.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/NAT.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/NetCommandList.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/NetCommandMsg.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/NetCommandRef.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/NetCommandWrapperList.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/NetPacket.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/NetworkDefs.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/NetworkInterface.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/RankPointValue.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/Transport.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/User.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/WOLBrowser/FEBDispatch.h	excluded	none	retired online-service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/WOLBrowser/WebBrowser.h	excluded	none	retired online-service path	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/GameEngine/Include/GameNetwork/networkutil.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameNetwork/udp.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/Precompiled/PreRTS.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Audio/AudioEventRTS.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Audio/AudioRequest.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Audio/DynamicAudioEventInfo.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Audio/GameAudio.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Audio/GameMusic.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Audio/GameSounds.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Bezier/BezFwdIterator.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Bezier/BezierSegment.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/BitFlags.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/CRCDebug.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/CommandLine.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/DamageFX.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Dict.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/DiscreteCircle.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/GameEngine.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/GameLOD.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/GameMain.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/GlobalData.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INI.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIAiData.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIAnimation.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIAudioEventInfo.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INICommandButton.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INICommandSet.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIControlBarScheme.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INICrate.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIDamageFX.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIDrawGroupInfo.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIGameData.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIMapCache.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIMapData.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIMappedImage.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIMiscAudio.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIModel.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIMultiplayer.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIObject.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIParticleSys.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INISpecialPower.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INITerrain.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INITerrainBridge.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INITerrainRoad.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIUpgrade.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIVideo.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIWater.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIWeapon.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/INI/INIWebpageURL.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Language.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/MessageStream.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/MiniLog.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/MultiplayerSettings.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/NameKeyGenerator.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/PartitionSolver.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/PerfTimer.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/AcademyStats.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/ActionManager.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/Energy.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/Handicap.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/MissionStats.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/Money.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/Player.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/PlayerList.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/PlayerTemplate.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/ProductionPrerequisite.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/ResourceGatheringManager.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/Science.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/ScoreKeeper.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/SpecialPower.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/Team.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RTS/TunnelTracker.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/RandomValue.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/Recorder.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/SkirmishBattleHonors.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/StateMachine.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/StatsCollector.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/ArchiveFile.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/ArchiveFileSystem.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/AsciiString.cpp	production-compiled	GeneralsMD/Code/GameEngine/Source/Common/System/AsciiString.cpp	compiled and runtime-witnessed by the M26 original-provider harness	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/BuildAssistant.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/CDManager.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/Compression.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/CopyProtection.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/CriticalSection.cpp	production-compiled	GeneralsMD/Code/GameEngine/Source/Common/System/CriticalSection.cpp	compiled and runtime-witnessed by the M26 original-provider harness	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/DataChunk.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/Debug.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/Directory.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/DisabledTypes.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/File.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/FileSystem.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/FunctionLexicon.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/GameCommon.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/GameMemory.cpp	production-compiled	GeneralsMD/Code/GameEngine/Source/Common/System/GameMemory.cpp	compiled and runtime-witnessed by the M26 original-provider harness	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/GameType.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Source/Common/System/Geometry.cpp	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
